Clean tweet,L,absPolarity,sentiment_polarity,sentiment_subjectivity,tweet,url,and,all,love,just,drunk,is,am,as,at,have,in,go,still,your,for,that,when,to,got,you,was,be,we,do,get,fuck,not,amp,with,he,a,on,last,like,of,up,this,night,the,think,are
So its official Im the last of my friends to get pregnant lmao ima be that single turn up bitch forever lawddd ,False,0.22,0.22,0.45,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False
Was pregnant but Im the slut right Lmao fuck outta here,False,0.2,0.2,0.66,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
 yea because I know people with the same mom and dad but 6 months apart like they was having pregnant sex,False,0.17,0.17,0.31,,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Photoset mickeycookies I see your Baymax casually slipping out Honeys pregnant and raise you a Baymax ,False,0.12,0.12,0.3,,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
 My body feel weird  U pregnant dh,False,0.08,-0.08,0.75,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Yaaay   Iniesta with his pregnant wife Anna and their daughter Valeria ,False,0.33,0.33,0.5,,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
This genius for pregnant women   moves into pregnancy styling ,False,0.33,0.33,0.5,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Welcome to Dayo daniels blogspot Nicki Minaj is pregnant for Meek Mill Already Lo ,False,0.57,0.57,0.7,,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pregnant ass keep faking   ,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
your reply to im pregnant AndyDreyChairman,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I wont stop til da dope game get my pockets pregnant,False,0.33,0.33,0.45,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 If Im suddenly craving those am I pregnant too,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I look pregnant but I really just have a pee baby,False,0.03,-0.03,0.35,,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
xo your pregnant and tough as hell bitch  you not even like that,False,0.17,0.17,0.67,,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
 AND I KNOW WHEN IM PREGNANT keeping her in my blessings 2nite,False,0.27,0.27,0.5,,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
She looks amazing   Pregnant amp Fabulous Tamera MowryHousley Shows off Maternity Style ,False,0.03,-0.03,0.8,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
dont get pregnant during spring break,False,0.33,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pregnant women are the strongest to me,False,0.53,0.53,0.5,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Some pregnant ampamp Just fucking fucking fucking,False,0.33,0.33,0.65,,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 lmao exactly i am pregnant and u wanna get physical cus i am pregnant lmao go somewhere joselyn foreal your so corny,False,0.33,0.33,0.63,,0.0,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 shes pregnant and she lifts ,False,0.13,-0.13,0.5,,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I love my body when I was like 4 months pregnant wish I could get like that without a baby ,False,0.4,0.4,0.55,,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
Every fuckers getting pregnant an half of them dont even know who the dad is,False,0.33,0.33,0.33,,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
 they know seriously everybody around me is pregnant its like the flu,False,0.42,0.42,0.58,,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
 you dont have them because youre pregnant fat and hungry And your partner should be feeding you IJS,False,0.08,0.08,0.5,,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TheTrent BOMBSHELL Former MBGN Anna Banner Is Pregnant For Flavour ,False,0.0,0.0,0.25,,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BOMBSHELL Former MBGN Anna Banner Is Pregnant For Flavour ,False,0.33,0.33,0.25,,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
