sentiment_polarity,sentiment_subjectivity,absPolarity,Clean tweet,L
-0.05,1,0.05,Like a drunk in a midnight choir  I have tried in  my way to be free Gonna do one of my favorites now Bird on the Wire,
-0.18,0.66,0.182142857, true story man I was sick,
0.25,1,0.25, youre never drunk ,
0,1,0, Unfortunately it will probably have to be a wonderful refugee bomber but when your drunk on culturalmarxism,
-0.5,1,0.5,i promise not to get drunk at tomorrows potluck,
0.25,1,0.25,I want the best for me so if studying every night gets me there rather than getting drunk every weekend then so be it Know your priorities,
-0.11,1,0.1125,Bahaha Halloween2015 fun night with this babe bestie subby drunk wtf nurses funny times ,
0.15,0.7,0.15,When Trent drunk texts me from the bar to tell me he loves the pullover I bought him for his birthday lol,
-0.5,0.73,0.5,alex ramos just hugged me and said Im sorry Im really drunk,
0.11,1,0.1125,Excuse my future drunk snaps tonight piercemontana7 if you wanna see whats poppin Lol turn up,
-0.38,0.66,0.38,If ur in college going out everynight getting drunk amp high amp ur man says u need to stop hes not being controlling hes helping u moron,
-0.13,1,0.125,If i type Im prettyMy phone predicts drunk ,
-0.38,1,0.375,You people make it so difficult not to get drunk or revert to other forms of relief ,
0.2,1,0.2,   thanks,
-0.5,0.8,0.5, this is drunk Cody,
-0.15,0.47,0.15,Ive been saying this for like a year but I really need to start a YouTube channel called drunk call of Duty,
0.13,0.85,0.125,  nice Were we drunk,
-0.04,0.73,0.044444444,Creating a bucket list for the day I graduate 1 finish supernatural 2 get drunk for 2 weeks straight To be continued,
-0.2,1,0.2,omg my dad has my old phone amp I have all my drunk videos w anabelle on it still ,
-0.5,1,0.5,1 2 3 4 5 Im too drunk to walk lets drive,
0.25,0.8,0.25,im drunk and happy and want to self destruct  help me,
-0.5,1,0.5,Wish I was bringing in my bday drunk ,
-0.5,1,0.5,2 drunk 2 care,
-0.35,1,0.347222222,a just get him drunk and hell be down ,
-0.5,1,0.5,The need to get drunk i sooo serus rn,
-0.28,1,0.275,I wanna fuck my girl in a public place on some drunk shit   ,
-0.5,1,0.5,im gonna get blackout drunk amp throw up on you,
-0.28,1,0.28125,this middle age white drunk woman brought in an atari game console with her and keeps holding it up screaming I HAVE AN ATARI,
-0.5,0.88,0.5,Just when you think your Dad doesnt know about your drunk nights ,
-0.5,1,0.5,This is Aaron when he gets too drunk ,
-0.5,1,0.5, lets get drunk  tomorrows potluck ThirstyThursday,
-0.5,0.88,0.5,then I proceeded to tell her I wasnt drunk,
-0.63,1,0.625, youre drunk and its 3am and your baby is 15 months and youre out side in horrendous weather yeah yeah I do,
-0.33,0.8,0.333333333, Yeah I have a feeling she isnt drunk often Ive been drunk onceonce was enough,
-0.25,1,0.25,if anyones trying to go snowboarding in big bear this winter or get drunk in a cabin hmu,
0.09,0.7,0.09375,Nique  I mean its cute but she so drunk,
-0.17,1,0.166666667,Such an emotional drunk literally whyyy,
-0.28,1,0.283333333,and Im not too drunk or too full for sexToo bad its not sex night,
-0.5,0.8,0.5,Andrew turns into an asshole when hes drunk,
-0.45,1,0.45,fuck not drinking for a year Im drunk off two glasses of this wine,
-0.6,0.92,0.6, I wanna get drunk so bad ForeverBossTy FOREVERJassy ,
0,0.44,0,Shink I am drunkamp all,
-0.25,0.75,0.25,drunk yep completely drunk tweetfleet ,
-0.45,1,0.45,getting drunk on a wednesday cause fuck memories ,
0.25,1,0.25, drunk tinder is the best tinder,
-0.5,0.7,0.5, and you never was around when I used to get drunk but Ray knows,
-0.5,1,0.5,   but who answers your drunk calls at like 3am ,
-0.63,0.53,0.633333333,Why are you being a pathetic fuck when you could just get drunk and watch Bobs Burgers,
-0.35,0.57,0.35,lala14  so now we have burnt shit angry mom spilt beer dead dog drunk dad bitchass siblings a sobbing aunt amp the pastor,
-0.35,1,0.35,About to have a few drinkssorry for the drunk texts in advance,
-0.5,0.92,0.5,On thanksgiving Im making money and getting drunk ASF on that day ,
-0.17,1,0.166666667,Low key tryna get drunk til iEnd up in a fight,
-0.5,0.33,0.5,  Thats how Dara and I met  I got blackout drunk and vommed on her lawn,
-0.25,1,0.25, kwamebonsu and the guy in the back is just at drunk as you are ,
-0.5,0.53,0.5, take your drunk ass to bed,
-0.5,0.57,0.5,drunk bootsss,
-0.15,1,0.15,ForrestDew Ive been drunk for 2 weeks straight,
-0.17,1,0.166666667,I only had 2 beers and Im kinda drunk Definitely pmsing,
-0.04,1,0.041666667,Its fine im not that drunk I just cant walk or see,
-0.5,0.6,0.5, go home alex ur drunk,
-0.25,0.94,0.25,To the girl wearing 6 inch heels that match your red lipstick and hat to the mall on a Wednesday go home youre drunk,
-0.5,1,0.5,1 like and Ill get drunk by myself,
-0.5,0.6,0.5,And some guys getting too closeTrying to pick you upTrying to get you drunkOTWOLTheProposal,
-0.2,1,0.2,Sober natums shopping cart Will wait for drunk natums to press check out ,
-0.5,1,0.5,Butterworth2 drunk,
-0.5,1,0.5,  TIME TO GET BLACKOUT DRUNK AND THROW UP ON THE STREET,
-0.13,1,0.125, drunk w vandella means everything is gonna be funny  even when its not,
-0.5,0.53,0.5,baby lets get drunk ampamp fk,
0.1,1,0.1,I wonder whos arms I would run and fall into if I were drunk in a room with everyone I ever loved,
0.25,0.85,0.25,That drunk piss be the best piss ever,
0,0.5,0,Was  drunktweeting  CdnPoli,
0,0.75,0, Drunk its cuffing season but everyones curving us ,
-0.5,0.67,0.5,Im just drunk on thunder road,
-0.2,1,0.2,  tries to tweet back but is already wine drunk ,
-0.15,1,0.15,Cabernet gets me drunk fast ,
-0.11,1,0.111111111,Nathan is seriously kinda drunk its cute ,
0,1,0.0025,Just ignore her She gets a little drunk when shes drunk Oh okay good description,
-0.5,1,0.5,I like to not eat before I drink so I can get drunk and pass out faster,
-0.25,0.67,0.25,pitcock  One big drunk family,
0.04,0.6,0.041666667,Drunk Again Lol Im A Mess,
0.5,0.73,0.5,Texting my best friend while she is drunk is probably the greatest part of this night,
-0.7,1,0.7,Idk what Hawaiian Punch changed in the drunk but I hate it HATE,
-0.23,0.5,0.233333333,I drunk to much damn water tired of gettin comfy then get up to pee ,
0.05,0.75,0.05, lmao how drunk r u ,
-0.32,0.67,0.316666667,IM SO DRUNK IM SORRY BARE WITH ME,
-0.45,1,0.45, drunk as fuck,
-0.1,0.7,0.1,Seeing a movie drunk sounds fun Until you do it,
-0.5,0.88,0.5,Whoever wrote copy for the Dodge Hunger Games ad must have been drunk hopefully,
-0.5,1,0.5, Ashton Irwin slapped me because he was drunk MTVStars 5seconds of summer,
0.05,1,0.05, lmao that be me when Im drunk,
-0.5,1,0.5,Drunk niggas tryna talk in the strip clubShawty silhouette looks like a dolla sign,
-0.15,0.67,0.15,When ur aunt is Korean nd when she gets drunk u cant understand what shes saying but she really wants to have a conversation w u ,
-0.05,0.6,0.05,an early tbt to the first night we ever hung out and you were drunk off your ass ,
-0.5,1,0.5,I get drunk an start tripping,
-0.25,0.6,0.25,Is you drunk is you had enough ,
-0.5,0.73,0.5,drunk sex gt ,
-0.25,0.77,0.25,Nate is asleep so Im obviously blowing up his phone with drunk videos,
0.2,0.7,0.2,The only good thing about getting that drunk was I threw up everything I ate last night lol,
-0.5,0.88,0.5,it meSAD BOYZBROKE BOYZDRUNK BOYZ ,
-0.25,0.65,0.25,Im screaming last night at formal I got drunk with my teachers and one of them told me they have a friend who fisted kesha,
-0.5,0.8,0.5,Need to be drunk,
-0.5,0.7,0.5,but then again Im not dat drunk,
-0.33,1,0.333333333,looks left and sees random girls dragging my drunk roommate across the linoleum floor,
-0.07,0.67,0.072222222,leahh  so wushpoppin bitch is your drunk sloppy ass bouta pull up for the fair 1 or what,
-0.05,1,0.05,  I swear I was pretending to be drunk lol I was sober somebody had to watch you crazy kids,
0.07,0.79,0.066666667,u a real ass nigga if u drive better drunk ,
-0.5,1,0.5,Drunk is that a thingIt is nowBallmerPeak,
-0.5,0.73,0.5,stg everyones drinking but me rn and i just wanna be drunk,
-0.55,1,0.55,Smoking cigarettes when youre drunk is fucking otherworldly,
-0.5,0.67,0.5,We are gonna get drunk with Russell Crowe and were gonna headbutt some gdamn kangaroos arigold entourage,
0.1,0.7,0.099553571,I drunk a bunch of cream soda lol Im a little too hype right now,
-0.41,1,0.40625,Had to childproof thp liquor cabinet this weekend because mo god is our baby a mean drunk,
-0.5,0.7,0.5,reminiscing at the time  amp I got drunk went to sheetz and she stole a moped and rode it around the parking lot ,
-0.5,0.8,0.5, or drunk hicks in freaking Enid,
0.2,0,0.2,Got drunk for old times sake  had a few great chats and helped the bouncers persuade my mate to leave YouthRecaptured lol,
-0.5,0.5,0.5,MTV   Lets get drunk on this bap music ,
-0.5,1,0.5, drunk lily is relabtable as hell,
-0.23,0.65,0.225, and determine whether they had a farright motiveThe women are apparently too drunk to chant Sieg Heil,
-0.5,1,0.5, YAY DRUNK CANIDS,
-0.17,0.77,0.17, you were drunk and I was high ,
-0.5,1,0.5,Drunk females ,
-0.5,1,0.5, on an unrelated note I got drunk Saturday and bought some Harry Potter merchandise off amazon,
-0.2,0.77,0.2,lynnn oh my god  thats us sober Imagine drunk I would be crying too ahahha,
-0.5,0.95,0.5,Get drunk on you w no alcohol,
-0.5,1,0.5,All the feelings come out when you drunk ,
0.25,0.7,0.25, ur drunk  D I Can fool you,
-0.45,1,0.45,schwenke 18 different shootings Are you stupid Drunk hicks dont go randomly shooting at people,
-0.17,0.85,0.166666667,Went from drunk and in love to drunk and falling apart wale,
0.13,0.65,0.125, Drunk wolf p,
0.15,1,0.15,Lol Yupp Im drunk,
-0.17,0.77,0.17, and wear Ecko and get drunk and high at the Reedley river,
-0.2,1,0.2,Weve met a group of 7 drunk friends whom Ive never seen soberMy type of people,
0,1,0, dont send any more drunk pics of you to mom ,
0.02,1,0.02, youre my babycakes You know I got you no matter what Lmao we need to get drunk again honestly but less dramatic ily ,
-0.5,0.83,0.5,When Monique is drunk at work   ,
-0.25,1,0.25,oh my godwho is she i get drunk on jealousy but youll come back each time you leavecause darlin im a nightmare dress like a daydream,
-0.21,0.9,0.208333333,Drunk selfie with my alcohol like every other white girl ,
-0.5,1,0.5,when u know a drunk ,
0.15,1,0.15,If we Drink this weekend ima get Maggie drunk lol,
-0.5,0.6,0.5,my ex girlfriend had periods EVERY MONTH Do you know teens put tampons up their butt to get drunk Anally,
-0.15,0.65,0.15,I really need to stop getting drunk and watching the Goodbye Michael episode of The Office ,
-0.17,0.85,0.166666667,Last Christmas at one of our local malls they had to fire two Santas because the 1st kept coming in drunk amp,
-0.5,1,0.5, owes me a reaaaaalllly drunk night,
-0.09,1,0.091269841,Hey odd question how many of you tried writing while drunk Fucking next to impossible right,
-0.28,1,0.275, excuse me sir you must be drunk,
0.01,1,0.005555556,fangs   wow Drunk and gay You just said you wanna lube up a dude Will your battered wife mind Cunt,
-0.5,1,0.5, jhahn12 I dont even know what I was saying drunk,
0.15,0.69,0.15,Im just trynna get drunk or smoke lol,
0.09,1,0.085714286,At work rn lol hella drunk old ladies  this is so cute crazy and weird lol,
-0.6,0.47,0.6,Im starving in a room with a drunk roommate after a bad day Whats life,
-0.5,1,0.5,Ive almost had two beers so obviously Im drunk,
-0.5,0.66,0.5,Going out this weekend amp Im getting drunk its been a while,
-0.5,0.66,0.5,110 chance Im gonna wake up drunk tmrw,
-0.04,0.6,0.041666667,Im drunk and gay,
-0.05,1,0.05,Im drunk as fuck man thanks for the birthday wishes love yall Im 21 mafuckaaaaaa,
-0.5,1,0.5,jasalyse  can you tell this girl you drunk her slush,
-0.25,1,0.25, isnt drunk lily from 5 minutes ago the same as drunk lily from the present,
-0.1,1,0.1,Ok so im doing another session of drunk gaming At least i thought I was until my Arkham origins save file was corrupted I was at the end,
-0.5,0.63,0.5,Screw it get drunk af thatsjustme,
-0.14,0.66,0.142857143,babeyy I finished a large one and I felt drunk already ,
-0.5,0.66,0.5, woah woah Mijoo is drunk ,
0,0.95,0,If I take one more shot Ima be drunk frfr ,
-0.5,0.68,0.5,Like reaaasaaaal drunk  ,
-0.26,0.38,0.258333333,When people are drunk or mad at you their true thoughts about you will come out,
-0.03,1,0.033333333,The following program is rated LNP for light nipple play  Viewer AROUSAL is advised Hulu being drunk,
-0.5,1,0.5,Can dogs have shrimp Because my drunk ass is amused that he loves it so im gonna keep feeding him,
0,0.8,0, Kane88  the time has come,
-0.5,0.75,0.5,We know Jack and we know Jim Ill introduce you to them Lets get drunk and make friends,
-0.5,0.95,0.5,why am I drunk off a glass of champagne,
-0.18,0.68,0.177777778,i only realize im drunk once i break the seal n stand up from the toilet,
-0.04,0.38,0.041666667,if you dont get drunk off cocaine you should be fine,
0.13,1,0.129642857, I just googled Looks like little pellets My drunk ass wants that right now It looks beautiful,
-0.5,1,0.5,Getting drunk w hella stoners will put you to sleep,
0.07,1,0.066666667,I wanna get drunk with harley again it was so good last time,
0,0.6,0,Kiara drink a loko Like the same thing,
-0.15,0.88,0.15, you was with joey one day we had a whole convo but then again you were drunk ,
-0.13,0.8,0.125,       Seriously  Idiots  Hes a gross drunk PIG  Sorry not sorry Lol,
-0.5,1,0.5,Im shouldnt be this drunk ,
0.07,0.58,0.066666667,Legit question Why are there no commercials about responsible drinking So many on tobacco dangers weed drunk driving even heroin but,
0,1,0,I love being a Scorpio just not when Im drunk,
-0.63,1,0.625, And sometimes this drunk guy picks me up when i just want to go to sleep,
-0.1,0.9,0.1,ya girl tryna get drunk as fast as possible,
-0.5,1,0.5, I dont get it Im also drunk,
-0.5,0.42,0.5,Drunk and 3 paragraphs in,
-0.25,0,0.25,itsEric She wasnt drunk enough ,
-0.57,1,0.575, fleck if I was drunk I could tolerate him Very drunk,
0.01,1,0.014814815,just fell down the stairs and Im not even drunk so thats good,
-0.35,0.88,0.35,Still driving this gone green tbh 0 hearts kayak up river to ArbysIts funnier when your drunk trust me,
-0.45,0.8,0.45,phone go home youre drunk broken,
0.07,1,0.066666667,i want to be more drunk also in boson also with a boy that wants to kiss,
-0.45,0.53,0.45,We should just get drunk and fuck  like literally,
0.22,0.9,0.225,Came home and my dad was drunk and nothing good came out of it Jesus Im glad Im straight edge,
-0.5,1,0.5,shoulda beeeen this drunk,
-0.17,0.42,0.17,My professor was either high or drunk or both tonight ,
-0.15,0,0.15,you never realize how drunk you really are until you stand up ,
-0.5,1,0.5,My drunk aunt climbed out the window and pulled a fire alarm Dad had to talk the cop out of arresting her  MYFAMILYISWEIRD,
-0.5,1,0.5,And now Im drunk ,
-0.5,0.67,0.5,Im drunk sooo yeah Winters18,
